Code,StationName,Staffed,StationType,Address1,Address2,City,State,Zip,Country,Division,TimeZone,Latitude/Longitude,Elevation,Population
SMR,"Smith River, California",N,Curbside Bus Stop only (no shelter),13450 US Highway 101 North,Shell Station Lucky 7 Casino Store,Smith River,CA,95567,United States,Pacific,P,"41.957498,-124.203781",79,
SMT,"Summit, Illinois",N,Platform with Shelter,Archer Avenue and South Center Avenue,,Summit,IL,60501,United States,Central,C,"41.794912,-87.809742",600,11000
SNA,"Santa Ana, California",Y,Station Building (with waiting room),1000 East Santa Ana Boulevard,Santa Ana Regional Transportation Center,Santa Ana,CA,92701,United States,Southwest,P,"33.751629,-117.856607",137,210000
SNB,"San Bernardino (Amtrak Station), California",N,Station Building (with waiting room),1170 West Third Street,,San Bernardino,CA,92410-1715,United States,Southwest,P,"34.104112,-117.310659",1064,187000
SNC,"San Juan Capistrano, California",Y,Station Building (with waiting room),26701 Verdugo Street,,San Juan Capistrano,CA,92675,United States,Southwest,P,"33.501318,-117.663813",112,25000
SND,"Sanderson, Texas",N,Platform with Shelter,201 West Downie Street,,Sanderson,TX,79848,United States,Southwest,C,"30.139951,-102.398746",2774,974
SNP,"San Clemente Pier, California",N,Platform only (no shelter),615 Avenida Victoria,at the San Clemente Pier,San Clemente,CA,92672-5301,United States,Southwest,P,"33.419645,-117.619733",18,50000
SNS,"Salinas, California",Y,Station Building (with waiting room),11 Station Place,1 block north of Market St. ,Salinas,CA,93901-1432,United States,Pacific,P,"36.679145,-121.656745",52,145032
SNY,"Stanley, Wisconsin",N,Curbside Bus Stop only (no shelter),604 South Broadway Street,Shell Station Travel Plaza,Stanley,WI,54768,United States,Central,C,"44.949813,-90.938352",1065,
SOB,"South Bend, Indiana",Y,Station Building (with waiting room),2702 West Washington Avenue,,South Bend,IN,46628,United States,Central,E,"41.678360,-86.287345",715,125580
SOL,"Solana Beach, California",Y,Station Building (with waiting room),105 North Cedros Avenue,Solana Beach Transit Center,Solana Beach,CA,92075,United States,Southwest,P,"32.992937,-117.271135",79,17000
SOP,"Southern Pines, North Carolina",N,Station Building (with waiting room),235 Northwest Broad Street,,Southern Pines,NC,28387,United States,Southern,E,"35.175069,-79.390303",508,8800
SPB,"Spartanburg, South Carolina",N,Station Building (with waiting room),290 Magnolia Street,,Spartanburg,SC,29303,United States,Southern,E,"34.953736,-81.936917",759,38561
SPD,"San Pedro (Catalina Terminal), California",N,Curbside Bus Stop only (no shelter),North Front Street and Swinford Street,"Berth 95, Catalina Terminal",San Pedro,CA,90731,United States,Southwest,P,"33.749855,-118.278320",13,
SPG,"Springfield, Massachusetts",Y,Station Building (with waiting room),66 Lyman Street,,Springfield,MA,01103,United States,Northeast,E,"42.105987,-72.592905",69,27900
SPI,"Springfield, Illinois",Y,Station Building (with waiting room),100 North Third Street,,Springfield,IL,62701-1106,United States,Central,C,"39.802323,-89.651384",596,116482
SPK,"Spokane, Washington",Y,Station Building (with waiting room),221 West 1st Avenue,,Spokane,WA,99201-3704,United States,Pacific Northwest,P,"47.656720,-117.415455",1905,200000
SPL,"Staples, Minnesota",N,Station Building (with waiting room),First Avenue N.E. and Fourth Street N.E.,(On south side of new HWY 10),Staples,MN,56479,United States,Central,C,"46.354601,-94.795331",1274,3019
SPM,"South Shore-South Portsmouth, Kentucky",N,Platform with Shelter,Main Street & US 23,,South Shore,KY,41174,United States,Central,E,"38.721281,-82.963751",532,34989
SPO,"San Pedro (Downtown), California",N,Curbside Bus Stop only (no shelter),931 South Gaffey Street,Public Library,San Pedro,CA,90731,United States,Southwest,P,"33.735694,-118.292499",113,
SPT,"Sandpoint (Amtrak), Idaho",N,Platform with Shelter,450 Railroad Avenue,Former Northern Pacific Station Site,Sandpoint,ID,83864,United States,Pacific Northwest,P,"48.276234,-116.545583",2087,6835
SPX,"Sparks, Nevada (Thruway Buses)",N,Curbside Bus Stop only (no shelter),1100 Nugget Avenue,John Ascuaga's Nugget Hotel and Casino,Sparks,NV,89431,United States,Pacific,P,"39.533532,-119.757111",4418,
SQA,"Squamish, British Columbia",N,Station Building (with waiting room),38163 Second Avenue,Greyhound Canada Transit Bus Stop,Squamish,BC,V0N 3G0,Canada,Pacific,P,"49.701680,-123.152996",14,
SRA,"Sarasota, Florida",N,Curbside Bus Stop only (no shelter),1993 Main Street,"US 301 and Main St., Hollywood 20 Complex",Sarasota,FL,34231-5914,United States,Southern,E,"27.336522,-82.531496",24,
SRC,"Santa Rosa, California",N,Curbside Bus Stop only (no shelter),175 Railroad Street,Courtyard Marriott Hotel,Santa Rosa,CA,95401,United States,Pacific,P,"38.435884,-122.720145",157,104700
SRK,"Saratoga Race Course, Saratoga Springs, New York",N,Curbside Bus Stop only (no shelter),267 Union Avenue,,Saratoga Springs,NY,12866,United States,Northeast,E,"43.074607,-73.771017",309,
SRT,"Searsport, Maine",N,Curbside Bus Stop only (no shelter),161 East Main Street,Steamboat Mobil,Searsport,ME,04974-3322,United States,Northeast,E,"44.460756,-68.909658",84,
SSD,"Seaside, Oregon",N,Curbside Bus Stop only (no shelter),1215 South Holladay Drive,"Del's Chevron, South Holladay Dr at US 101/26",Seaside,OR,97301,United States,Pacific Northwest,P,"45.985913,-123.923410",6,5900
SSM,"Selma, North Carolina",N,Station Building (with waiting room),500 East Railroad Street,,Selma,NC,27576,United States,Southern,E,"35.532786,-78.280099",175,30000
SSP,"Silver Spring, Maryland",,Pseudo Station,1170 Bonifant Street,MARC Station,Silver Spring,MD,20910,United States,MARC,E,"null,null",,
SSW,"Stevens Pass, Washington",N,Curbside Bus Stop only (no shelter),US Highway 2 at Summit Parking Lot,"WB stop on north side, EB stop on south side US2",Stevens Pass,WA,98826,United States,Pacific Northwest,P,"47.746634,-121.088387",4056,500
STA,"Staunton, Virginia",N,Station Building (with waiting room),1 Middlebrook Avenue,,Staunton,VA,24401,United States,Mid-Atlantic,E,"38.147639,-79.071776",1419,23341
STD,"St. Denis, Maryland",,Pseudo Station,1734 Arlington Avenue,MARC Station,Baltimore,MD,21227,United States,MARC,E,"null,null",,
STG,"St. George, Utah",N,Curbside Bus Stop only (no shelter),1235 South Bluff St.,McDonalds Restaurant,St. George,UT,84770-5249,United States,Southwest,M,"37.087577,-113.583845",2590,
STI,"St. Ignace, Michigan",N,Station Building (with waiting room),700 West US Hwy 2,Transportation Center,St. Ignace,MI,49781-9617,United States,Central,E,"45.858556,-84.721153",680,2575
STL,"St. Louis, Missouri",Y,Station Building (with waiting room),430 South 15th Street,St. Louis Gateway Station,St. Louis,MO,63103-2607,United States,Central,C,"38.624461,-90.203838",458,347181
STM,"Stamford, Connecticut",Y,Station Building (with waiting room),Washington Blvd and South State Street,Amtrak/Metro-North Station,Stamford,CT,06902,United States,Northeast,E,"41.047130,-73.542160",20,102453
STN,"Stanley, North Dakota",N,Station Building (with waiting room),Main Street & Railroad Avenue,,Stanley,ND,58784,United States,Pacific Northwest,C,"48.319813,-102.389379",2251,1218
STP,"St Petersburg-Clearwater, Florida",Y,Station Building (with waiting room),5251 110th Avenue North,"Pinellas Park Square, Suite 101",Clearwater,FL,33760-4846,United States,Southern,E,"27.873108,-82.704424",10,
STS,"New Haven (State Street), Connecticut",,Pseudo Station,370 State Street,,New Haven,CT,06510,,Shore Line East,E,"null,null",,
STW,"Stanwood, Washington",N,Platform only (no shelter),27111 Florence Way,,Stanwood,WA,98292,United States,Pacific Northwest,P,"48.242638,-122.349935",13,
SUI,"Suisun-Fairfield, California",N,Station Building (with waiting room),177 Main Street,,Suisun City,CA,94585-2466,United States,Pacific,P,"38.243401,-122.041099",8,
SUN,"Sunriver, Oregon",N,Curbside Bus Stop only (no shelter),56896 Venture Ln # 4,Crossroads Shell Station,Sunriver,OR,97707,United States,Pacific Northwest,P,"43.873858,-121.446097",4164,
SUT,"Sun City-Menifee, California",N,Curbside Bus Stop only (no shelter),26938 Cherry Hills Blvd.,In front of Menifee Valley Community Cupboard,Sun City-Menifee,CA,92586,United States,Southwest,P,"33.710967,-117.189812",1435,
SUY,"Surrey, British Columbia",N,Curbside Bus Stop only (no shelter),1160 King George Boulevard,Pacific Inn,South Surrey,BC,V4A 4Z2,Canada,Pacific,P,"49.023123,-122.764723",114,245173
SVF,"Seattle (Ferry - Pier 69), Washington",N,Platform with Shelter,2701 Alaskan Way,"Victoria Clipper Ferry, Pier 69",Seattle,WA,98121,United States,Pacific,P,"47.613623,-122.353001",7,
SVG,"Savage, Maryland",,Pseudo Station,9009 Dorsey Run Road,MARC Station,Annapolis Junction,MD,20701,United States,MARC,E,"null,null",,
SVP,"Stevens Point (200 Division St), Wisconsin",N,Curbside Bus Stop only (no shelter),200 Division Street,Olympia Family Restaurant,Stevens Point,WI,54481-1843,United States,Central,C,"44.533158,-89.575535",1109,
SVT,"Sturtevant, Wisconsin",N,Station Building (with waiting room),9900 East Exploration Court,,Sturtevant,WI,53177-1764,United States,Central,C,"42.718292,-87.906300",730,6913
SVU,"Stevens Point (University of Wisconsin), Wisconsin",N,Curbside Bus Stop only (no shelter),2050 4th Avenue,University of Wisconsin Health Enhancement Ctr,Stevens Point,WI,54481,United States,Central,C,"44.528941,-89.571578",1093,
SVY,"Scotts Valley, California",N,Curbside Bus Stop only (no shelter),246 Kings Village Road,Scotts Valley Transit Center,Scotts Valley,CA,95066-4029,United States,Pacific,P,"37.048984,-122.027947",542,
SYR,"Syracuse, New York",Y,Station Building (with waiting room),131 Alliance Bank Parkway,,Syracuse,NY,13208,United States,Northeast,E,"43.076548,-76.169244",370,160000
TAC,"Tacoma, Washington",Y,Station Building (with waiting room),1001 Puyallup Avenue,,Tacoma,WA,98421-2122,United States,Pacific Northwest,P,"47.241894,-122.420509",19,150000
TAY,"Taylor, Texas",N,Platform only (no shelter),118 East First Street,Union Pacific Yard Office,Taylor,TX,76574-3627,United States,Southwest,C,"30.567667,-97.407763",546,15322
TCA,"Toccoa, Georgia",N,Station Building (with waiting room),47 North Alexander Street,,Toccoa,GA,30577,United States,Southern,E,"34.578456,-83.331542",1012,9069
TCL,"Tuscaloosa, Alabama",Y,Station Building (with waiting room),2105 Greensboro Avenue,,Tuscaloosa,AL,35401,United States,Southern,C,"33.193165,-87.560228",187,83052
TDO,"Toledo, Oregon",N,Curbside Bus Stop only (no shelter),1805 NW Highway 20,Dairy Queen/Valley Retriever Bus Stop,Toledo,OR,97391-1000,United States,Pacific Northwest,P,"44.632298,-123.947973",19,
TEH,"Tehachapi, California",N,Curbside Bus Stop only (no shelter),Westside of Mullbery Street,50 Yards off Tehachapi Boulevard,Tehachapi,CA,93561,United States,Southwest,P,"35.131909,-118.456943",3959,6700
TFI,"Twin Falls, Idaho",N,Curbside Bus Stop only (no shelter),1390 Blue Lakes Boulevard North,Oasis Stop N Go #14,Twin Falls,ID,83301,United States,Pacific Northwest,M,"42.586494,-114.459625",3661,
THD,"The Dalles, Oregon",N,Curbside Bus Stop only (no shelter),201 East Federal Street,City Transportation Center,The Dalles,OR,97058,United States,Pacific Northwest,P,"45.601204,-121.180275",101,
THN,"Thurmond, West Virginia",N,Platform with Shelter,Hwy 25 & Hwy 2,platform 1000 ft north of intersection,Thurmond,WV,25936,United States,Mid-Atlantic,E,"37.956986,-81.078754",1073,200
TLT,"Tilton, New Hampshire",N,Curbside Bus Stop only (no shelter),63 Laconia Road,Evans Expressmart/Exxon Station,Tilton,NH,03276,United States,Northeast,E,"43.455699,-71.565590",476,
TOA,"Torrance, California",N,Curbside Bus Stop only (no shelter),20575 Hamilton Avenue,Alpine Village,Torrance,CA,90502,United States,Southwest,P,"33.843364,-118.286676",29,
TOH,"Tomah, Wisconsin",N,Station Building (with waiting room),North Superior Avenue and Washington Street,,Tomah,WI,54660,United States,Central,C,"43.986007,-90.505331",964,8664
TOL,"Toledo, Ohio",Y,Station Building (with waiting room),415 Emerald Avenue,"Martin Luther King, Jr. Plaza",Toledo,OH,43604-8817,United States,Central,E,"41.638345,-83.541721",594,350000
TOP,"Topeka, Kansas",Y,Station Building (with waiting room),500 SE Holliday Place,East 5th & Holliday,Topeka,KS,66607-1100,United States,Central,C,"39.051415,-95.664916",889,127473
TPA,"Tampa, Florida",Y,Station Building (with waiting room),601 North Nebraska Avenue,,Tampa,FL,33602-3555,United States,Southern,E,"27.952492,-82.450777",22,332888
TPL,"Temple, Texas",Y,Station Building (with waiting room),315 West Avenue B,,Temple,TX,76501,United States,Southwest,C,"31.095883,-97.345792",704,60000
TRA,"Tracy (Bus), California",N,Curbside Bus Stop only (no shelter),725 West Clover Road,Wendy's Restaurant,Tracy,CA,95376-1746,United States,Pacific,P,"37.761409,-121.436094",18,18428
TRC,"Tracy (ACE Station), California",N,Platform with Shelter,4800 Tracy Boulevard,,Tracy,CA,95377,United States,Pacific,P,"37.696211,-121.433970",152,
TRE,"Trenton, New Jersey",Y,Station Building (with waiting room),72 South Clinton Avenue,Trenton Transit Center,Trenton,NJ,08609-1238,United States,Northeast,E,"40.219011,-74.754440",40,91430
TRI,"Trinidad, Colorado",N,Platform with Shelter,110 West Pine Street,,Trinidad,CO,81082,United States,Southwest,M,"37.172688,-104.507981",5988,9663
TRK,"Turlock-Denair, California",N,Platform with Shelter,3800 Santa Fe Avenue,Corner of Elm Street,Denair,CA,95316,United States,Pacific,P,"37.527229,-120.798009",123,39000
TRU,"Truckee, California",N,Station Building (with waiting room),10065 Donner Pass Road,,Truckee,CA,96161-0329,United States,Pacific,P,"39.327616,-120.185387",5825,2389
TRV,"Traverse City, Michigan",N,Curbside Bus Stop only (no shelter),107 Hall St.,,Traverse City,MI,49684-2215,United States,Central,E,"44.765169,-85.627845",591,15800
TSY,"Tusayan, Arizona",N,Curbside Bus Stop only (no shelter),Arizona Highway 64,Grand Canyon Village/IMAX Theatre,Tusayan,AZ,86023,United States,Southwest,M,"35.974367,-112.126413",6594,
TUK,"Tukwila, Washington",N,Platform with Shelter,7301 Longacres Way,Sounder Commuter Rail Station,Tukwila,WA,98188,United States,Pacific Northwest,P,"47.461081,-122.240254",29,14480
TUS,"Tucson, Arizona",Y,Station Building (with waiting room),400 North Toole Avenue,,Tucson,AZ,85701-1899,United States,Southwest,M,"32.222977,-110.966770",2394,541132
TVF,"The Villages, Florida",N,Curbside Bus Stop only (no shelter),1150 Paige Place,Spanish Springs Shuttle Station,The Villages,FL,32159-9318,United States,Southern,E,"28.940672,-81.948381",70,
TWC,"Tawas City, Michigan",N,Curbside Bus Stop only (no shelter),1020 West Lake Street,Bay Inn,Tawas City,MI,48763,United States,Central,E,"44.257281,-83.531059",591,
TWO,"Toronto, Ontario",Y,Station Building (with waiting room),65 Front Street West,Union Station,Toronto,ON,M5J 1E7,Canada,VIA Rail Canada Inc.,E,"43.645427,-79.380762",266,3000000
TXA,"Texarkana, Arkansas",Y,Station Building (with waiting room),100 East Front Street,,Texarkana,AR,71854-5907,United States,Southwest,C,"33.420067,-94.043082",311,93000
TYR,"Tyrone, Pennsylvania",N,Platform with Shelter,Pennsylvania Avenue and West 10th Street,,Tyrone,PA,16686,United States,Mid-Atlantic,E,"40.667705,-78.240470",912,7000
UCA,"Utica, New York",Y,Station Building (with waiting room),321 Main Street,Boehlert Transportation Center,Utica,NY,13501,United States,Northeast,E,"43.103892,-75.223434",418,63000
UKH,"Ukiah, California",N,Curbside Bus Stop only (no shelter),711 East Perkins Street,Burger King,Ukiah,CA,95482,United States,Pacific,P,"39.151579,-123.193671",601,13700
UOP,"University of Pennsylvania, Philadelphia, Pennsylvania",,Pseudo Station,3417 Spruce Street,Houston Hall (Student Union),Philadelphia,PA,19104,United States,Mid-Atlantic,E,"null,null",,
USA,USA Rail Pass,,Pseudo Station,,,,,,,,,"null,null",,
USF,USA Rail Pass Pseudo Station for MAAS processing only,,Pseudo Station,,,,,,,,,"null,null",,
UWS,"Winston-Salem State Univ, Winston-Salem, North Carolina",N,Curbside Bus Stop only (no shelter),"Martin Luther King, Jr. Drive & Stadium Drive",PART bus stop south of F.L. Atkins Nursing Bldg,Winston-Salem,NC,27110-0001,United States,Southern,E,"36.090808,-80.227821",873,187000
VAB,"Virginia Beach, Virginia",N,Platform with Shelter,19th St. and Pacific Ave.,,Virginia Beach,VA,23451,United States,Mid-Atlantic,E,"36.847208,-75.976410",14,500000
VAC,"Vancouver, British Columbia, Canada",Y,Station Building (with waiting room),1150 Station Street,Pacific Central Station,Vancouver,BC,V6A 4C7,Canada,VIA Rail Canada Inc.,P,"49.273757,-123.098336",20,500000
VAE,"Vale, Oregon",N,Curbside Bus Stop only (no shelter),151 Smith Street North,Sinclair Gas Station,Vale,OR,97918-1163,United States,Pacific Northwest,P,"43.982436,-117.248191",2243,
VAI,"Vail, Colorado",N,Curbside Bus Stop only (no shelter),241 South Frontage Road East,,Vail,CO,81657,United States,Central,M,"39.642215,-106.373460",8190,4460
VAL,"Vallejo, California",N,Curbside Bus Stop only (no shelter),4355 Sonoma Blvd.,Denny's Restaurant,Vallejo,CA,94589,United States,Pacific,P,"38.136142,-122.256328",7,
VAN,"Vancouver, Washington, United States",Y,Station Building (with waiting room),1301 West 11th Street,,Vancouver,WA,98660,United States,Pacific Northwest,P,"45.628901,-122.686544",53,135100
VAS,"Livermore (Vasco Road-ACE Station), California",N,Platform with Shelter,575 South Vasco Road,,Livermore,CA,94550,United States,Pacific,P,"37.696986,-121.718346",563,
VBC,"Victoria (Bus Station), British Columbia",N,Station Building (with waiting room),700 Douglas St.,behind the Empress Hotel,Victoria,BC,V8W 3M6,Canada,Pacific,P,"48.420579,-123.366424",23,66000
VEC,"Ventura, California",N,Platform with Shelter,Harbor Boulevard and Figueroa Street,,Ventura,CA,93003,United States,Southwest,P,"34.276929,-119.299918",13,55000
VIA,VIA Rail Canada,,Pseudo Station,,,,,,,,,"null,null",,
VIF,"Victoria (Ferry), British Columbia",N,Platform only (no shelter),254 Belleville St.,"Victoria Clipper Ferry, Inner Harbour",Victoria,BC,V8V 1W9,Canada,Pacific,P,"48.422426,-123.374174",15,
VIS,"Visalia, California",N,Station Building (with waiting room),425 E. Oak Street,Visalia Transit Center,Visalia,CA,93291-5053,United States,Pacific,P,"36.331892,-119.288424",334,98400
VMW,"Six Flags Discovery Kingdom (Seasonal), Vallejo, California",N,Curbside Bus Stop only (no shelter),Highway 37 and Fairgrounds Drive,See VAL for daily Vallejo bus stop,Vallejo,CA,94589,United States,Pacific,P,"38.138008,-122.230557",83,
VNC,"Van Nuys, California",Y,Station Building (with waiting room),7724 Van Nuys Boulevard,Amtrak/Metrolink Station,Van Nuys,CA,91405,United States,Southwest,P,"34.211294,-118.448206",779,136443
VRB,"Victorville (Thruway Buses), California",N,Station Building (with waiting room),16838 South D Street,Victor Valley Transit Center/Greyhound Station,Victorville,CA,92395-3219,United States,Southwest,P,"34.537467,-117.293918",2723,25000
VRV,"Victorville (Southwest Chief train), California",N,Platform with Shelter,16858 South D Street,,Victorville,CA,92395,United States,Southwest,P,"34.537200,-117.292956",2725,25000
WAB,"Waterbury, Vermont",N,Platform with Shelter,US Highway 2 and Park Row,,Waterbury,VT,05676,United States,Northeast,E,"44.335011,-72.751806",421,1689
WAC,"Wasco, California",N,Platform with Shelter,700 G Street,,Wasco,CA,93280-2026,United States,Pacific,P,"35.594092,-119.332309",337,24279
WAH,"Washington, Missouri",N,Station Building (with waiting room),301 West Front Street,,Washington,MO,63090-2118,United States,Central,C,"38.561466,-91.012717",495,13000
WAR,"Warrensburg, Missouri",N,Station Building (with waiting room),100 South Holden Street,,Warrensburg,MO,64093-2331,United States,Central,C,"38.762750,-93.740900",832,13807
WAS,"Washington, District of Columbia",Y,Station Building (with waiting room),50 Massachusetts Avenue NE,Union Station,Washington,DC,20002-4214,United States,Mid-Atlantic,E,"38.896993,-77.006422",56,650000
WAU,"Waupaca, Wisconsin",N,Curbside Bus Stop only (no shelter),1222 West Fulton Street,Waupaca Mobil Travel Center,Waupaca,WI,54981-8236,United States,Central,C,"44.356797,-89.119758",906,
WBG,"Williamsburg, Virginia",Y,Station Building (with waiting room),468 North Boundary Street,,Williamsburg,VA,23185-3650,United States,Mid-Atlantic,E,"37.276414,-76.708564",77,10000
WBL,"West Baltimore, Maryland",,Pseudo Station,401 Smallwood Street,MARC Station,Baltimore,MD,21202,United States,MARC,E,"null,null",,
WCH,"Westchester, California",N,Curbside Bus Stop only (no shelter),6860 Park Terrace Drive,Culver City Transit route 6 stop,Westchester,CA,90045,United States,Southwest,P,"33.975825,-118.392390",69,
WCT,"White City, Oregon",N,Curbside Bus Stop only (no shelter),7455 Highway 62,at Highway 140,White City,OR,97503,United States,Pacific,P,"42.423973,-122.852689",1315,
WDB,"Woodbridge, Virginia",N,Platform with Shelter,1040 Express Way,,Woodbridge,VA,22194,United States,Mid-Atlantic,E,"38.658915,-77.247852",49,
WDL,"Wisconsin Dells, Wisconsin",N,Station Building (with waiting room),100 LaCrosse Street, Intersection of Superior and La Crosse Streets,Wisconsin Dells,WI,53965,United States,Central,C,"43.626509,-89.777451",891,2476
WDO,"Waldo, Florida",N,Station Building (with waiting room),14648 NE 147th Avenue,Intersection Hwy 301 & SR24,Waldo,FL,32694-0802,United States,Southern,E,"29.790507,-82.166727",153,
WDR,"Waldoboro, Maine",N,Curbside Bus Stop only (no shelter),1519 Atlantic Highway,Mobil Station/Big Apple Convenience Store,Waldoboro,ME,04572,United States,Northeast,E,"44.101471,-69.382112",51,
WEM,"Wells, Maine",N,Station Building (with waiting room),696 Sanford Road,,Wells,ME,04090,United States,Northeast,E,"43.320836,-70.612192",133,10038
WEN,"Wenatchee, Washington",N,Platform with Shelter,Kittitas & South Columbia Streets,Bus stop is across the street from train platform,Wenatchee,WA,98801-6008,United States,Pacific Northwest,P,"47.421556,-120.306552",650,17000
WES,"Westwood-UCLA, California",N,Curbside Bus Stop only (no shelter),592 Gayley Ave.,LAMTA route 2 stop (westbound),Los Angeles,CA,90024,United States,Southwest,P,"34.068772,-118.448979",373,
WFD,"Wallingford, Connecticut",N,Platform with Shelter,37 Hall Avenue,,Wallingford,CT,06492,United States,Northeast,E,"41.456969,-72.825221",78,38000
WFH,"Whitefish, Montana",Y,Station Building (with waiting room),500 Depot Street,,Whitefish,MT,59937-2567,United States,Pacific Northwest,M,"48.413474,-114.335575",3033,5032
WGL,"West Glacier, Montana",N,Station Building (with waiting room),Highway 2 and Going-to-the-Sun Highway,,West Glacier,MT,59936,United States,Pacific Northwest,M,"48.496218,-113.979164",3230,200
WGM,"Washington Grove, Maryland",,Pseudo Station,100 Railroad Street,MARC Station,Gaithersburg,MD,20877,,MARC,E,"null,null",,
WHL,"Whitehall, New York",N,Platform with Shelter,Main Street and Saunders Street,,Whitehall,NY,12887,United States,Northeast,E,"43.554740,-73.403206",130,3000
WIH,"Wishram, Washington",N,Platform with Shelter,1 Railroad Avenue,,Wishram,WA,98673,United States,Pacific Northwest,P,"45.657669,-120.966142",179,500
WIL,"Wilmington, Delaware",Y,Station Building (with waiting room),100 South French Street,,Wilmington,DE,19801-5036,United States,Mid-Atlantic,E,"39.737263,-75.551095",9,75000
WIN,"Winona, Minnesota",Y,Station Building (with waiting room),65 East Mark Street,,Winona,MN,55987,United States,Central,C,"44.044404,-91.640073",656,26785
WIP,"Winter Park/Fraser, Colorado",N,Platform with Shelter,205 Fraser Avenue,,Fraser,CO,80442,United States,Central,M,"39.947566,-105.817388",8567,500
WIT,"Wittenberg, Wisconsin",N,Curbside Bus Stop only (no shelter),505 Grand Avenue,Wittenberg Shell,Wittenberg,WI,54499,United States,Central,C,"44.826834,-89.164447",1172,
WLN,"Wilson, North Carolina",Y,Station Building (with waiting room),401 East Nash Street,,Wilson,NC,27893,United States,Southern,E,"35.723135,-77.908029",141,37000
WLO,"Winslow, Arizona",N,Platform with Shelter,303 East Second Street (Route 66),(La Posada Hotel Lobby),Winslow,AZ,86047,United States,Southwest,M,"35.021666,-110.694981",4853,9000
WLY,"Westerly, Rhode Island",Y,Station Building (with waiting room),14 Railroad Avenue,,Westerly,RI,02891,United States,Northeast,E,"41.381081,-71.829780",34,30000
WMA,"Williams, Arizona",N,Station Building (with waiting room),233 North Grand Canyon Blvd,Grand Canyon Railway Depot,Williams,AZ,86046-2563,United States,Southwest,M,"35.251950,-112.190106",6762,3201
WMJ,"Williams Junction, Arizona",N,Platform only (no shelter),"No address, no private access",Book free shuttle from WMA,Williams Junction,AZ,86046,United States,Southwest,M,"35.251950,-112.190106",6762,0
WND,"Windsor, Connecticut",N,Platform with Shelter,41 Central Street,,Windsor,CT,06095-2908,United States,Northeast,E,"41.852013,-72.642253",54,25000
WNK,"Walloon Lake, Michigan",N,Curbside Bus Stop only (no shelter),Hwy 131 & Hwy 75,,Walloon Lake,MI,49796,United States,Central,E,"45.265871,-84.925044",716,
WNL,"Windsor Locks, Connecticut",N,Platform with Shelter,South Main Street at Stanton Road,,Windsor Locks,CT,06096,United States,Northeast,E,"41.913956,-72.626101",30,13043
WNM,"Windsor, Vermont",N,Platform only (no shelter),26 Depot Avenue,,Windsor,VT,05089-1407,United States,Northeast,E,"43.479908,-72.384985",333,3696
WNN,"Winnemucca, Nevada",N,Platform with Shelter,209 Railroad Street,,Winnemucca,NV,89445,United States,Pacific,P,"40.969044,-117.732210",4338,3587
WNR,"Walnut Ridge, Arkansas",N,Station Building (with waiting room),109 Southwest Front Street,,Walnut Ridge,AR,72476,United States,Central,C,"36.067660,-90.956766",271,4666
WNS,"Winston-Salem, North Carolina",N,Station Building (with waiting room),100 West 5th Street,Corner of 5th Street & Trade Street,Winston-Salem,NC,27101,United States,Southern,E,"36.099779,-80.245561",933,186000
WNT,"Warrenton, Oregon",N,Curbside Bus Stop only (no shelter),695 S. Highway 101,Fred Meyer Shopping Center,Warrenton,OR,97146-9319,United States,Pacific Northwest,P,"46.161461,-123.901883",22,4096
WOB,"Woburn, Massachusetts",N,Station Building (with waiting room),100 Atlantic Avenue,Woburn-Anderson Regional Trans Center,Woburn,MA,01801-1081,United States,Northeast,E,"42.517358,-71.143823",75,37010
WOR,"Worcester, Massachusetts",Y,Station Building (with waiting room),2 Washington Square,Worcester Union Station,Worcester,MA,01604,United States,Northeast,E,"42.261478,-71.794812",473,172648
WPB,"West Palm Beach, Florida",Y,Station Building (with waiting room),209 South Tamarind Avenue,,West Palm Beach,FL,33401,United States,Southern,E,"26.712554,-80.062184",22,89302
WPK,"Winter Park, Florida",Y,Station Building (with waiting room),150 West Morse Blvd,,Winter Park,FL,32789-3825,United States,Southern,E,"28.597654,-81.351842",93,24090
WPN,"Waupun, Wisconsin",N,Curbside Bus Stop only (no shelter),928 East Main Street,End of the Train Candy Shop,Waupun,WI,53963,United States,Central,C,"43.633335,-88.717972",889,
WPT,"Wolf Point, Montana",Y,Station Building (with waiting room),320 Front Street,,Wolf Point,MT,59201-1413,United States,Pacific Northwest,M,"48.091672,-105.642736",2003,2663
WRJ,"White River Jct., Vermont",N,Station Building (with waiting room),102 Railroad Row,,White River Junction,VT,05001-7042,United States,Northeast,E,"43.647785,-72.317272",364,2569
WRM,"Western Railway Museum, Rio Vista Junction, California",N,Curbside Bus Stop only (no shelter),5848 State Highway 12,Delta Breeze Transit Stop,Rio Vista Junction,CA,94585,United States,Pacific,P,"38.203447,-121.874302",90,
WSB,"Westbrook, Connecticut",,Pseudo Station,119 Essex Road,,Westbrook,CT,06498,United States,Shore Line East,E,"null,null",,
WSF,"Westfield, Wisconsin",N,Curbside Bus Stop only (no shelter),244 North Pioneer Park Road,Mobil Station,Westfield,WI,53964,United States,Central,C,"43.887791,-89.484089",860,
WSJ,"Wausau (Transit Center), Wisconsin",N,Curbside Bus Stop only (no shelter),555 Jefferson Street,Wausau Transit Center,Wausau,WI,54403,United States,Central,C,"44.959456,-89.624628",1215,
